"typeID","text","filename","speaker","textagain","baseType","topic","info","confirms",,"requires_gender","requires_news",,"provides_gender","provides_news"
1,"Isn't he the one who got mad?","3_1_028",3,"Isn't he the one who got mad?","request_bool",,"the one who got mad?",,,"male",,,,
1,"He was just promoted to head clerk.","3_1_029",3," He was just promoted to head clerk.","specific_info",,"was just promoted to head clerk",,,"male",,,,"positive"
1,"Yeah.. well, let's just say she'll be in a Guatemalan prison until at least 2046.","3_1_030",3," Yeah.. well, let's just say she'll be in a Guatemalan prison until at least 2046.","specific_info",,"is in guatemalan prison",,,"female",,,,"negative"
1,"Did you know he was transformed into a pumpkin?","3_1_031",3," Did you know he was transformed into a pumpkin?","specific_info",,"was transformed into a pumpkin",,,"male",,,,"negative"
1,"I just talked to her cousin and apparently she just inherited a bunch of vintage halloween costumes!","3_1_032",3,"I just talked to her cousin and apparently she just inherited a bunch of vintage halloween costumes!","specific_info",,"just inherited some cards",,,"female",,,,"positive"
1,"Did you hear her car was stolen last week?","3_1_033",3,"Did you hear her car was stolen last week?","specific_info",,"had her car stolen",,,"female",,,,"negative"
1,"The newspaper said he was arrested for singing badly.","3_1_034",3,"The newspaper said he was arrested for singing badly.","specific_info",,"arrested for singing badly",,,"male",,,,"negative"
1,"Can you believe she won a butter making contest?","3_1_035",3,"Can you believe she won a butter making contest?","specific_info",,"won butter making content",,,"female",,,,"positive"
1,"I heard she named her new dance The Backhanded Cakewalk?","3_1_036",3,"I heard she named her new dance The Backhanded Cakewalk?","specific_info",,"named her new dance",,,"female",,,,"positive"
1,"So he can open up a soda can with his nose.","3_1_037",3,"So he can open up a soda can with his nose.","specific_info",,"could open a soda can",,,"male",,,,"positive"
1,"Yeah, well, let's just say he suffers from male pattern baldness.","3_1_038",3,"Yeah, well, let's just say he suffers from male pattern baldness.","specific_info",,"suffers from baldness",,,"male",,,,"negative"
1,"She gained 50 pounds eating cheese puffs.","3_1_039",3,"She gained 50 pounds eating cheese puffs.","specific_info",,"gained 50 pounds",,,"female",,,,"negative"
1,"I heard she sneaked into a video game conference.","3_1_040",3,"I heard she sneaked into a video game conference.","specific_info",,"sneaked into conference",,,"female",,,,"positive"
1,"Did you see that her eyeglasses are all scratched up?","3_1_041",3,"Did you see that her eyeglasses are all scratched up?","specific_info",,"wears thick eyeglasses",,,"female",,,,"negative"
1,"He was suspended from work for forgetting to wear pants.","3_1_042",3,"He was suspended from work for forgetting to wear pants.","specific_info",,"suspended from work",,,"male",,,,"negative"
1,"Did you hear she is riding in the front of the parade?","3_1_043",3,"Did you hear she is riding in the front of the parade?","specific_info",,"riding in parade",,,"female",,,,"positive"
1,"Um, let's just say he needs a good haircut.","3_1_044",3,"Um, let's just say he needs a good haircut.","specific_info",,"needs a haircut",,,"male",,,,"negative"
1,"Did you hear that she fainted at the rock concert?","3_1_045",3,"Did you hear that she fainted at the rock concert?","specific_info",,"fainted at concert",,,"female",,,,"negative"
1,"Rumor has it that he gets pedicures on Wednesdays.","3_1_046",3,"Rumor has it that he gets pedicures on Wednesdays.","specific_info",,"gets pedicures",,,"male",,,,"positive"
1,"Do you know that they refused to give her a job at the circus?","3_1_047",3,"Do you now they refused to give her a job at the circus?","specific_info",,"couldn't get a job at the circus",,,"female",,,,"negative"
1,"Have you heard that he fell down a flight of steps?","3_1_048",3,"Have you heard that he fell down a flight of steps?","specific_info",,"fell down the stairs",,,"male",,,,"negative"
1,"Is it true that he had a hundred dollars in his wallet?","3_1_049",3,"Is it true that he had a hundred dollars in his wallet?","specific_info",,"had a hundred dollars in his wallet",,,"male",,,,"positive"
1,"I heard that everything turned out great for her.","3_1_050",3,"I heard that everything turned out great for her.","specific_info",,"had things turn out well",,,"female",,,,"positive"
1,"I heard his friend did him a big favor.","3_1_051",3,"I heard his friend did him a big favor.","specific_info",,"received a favor from a friend",,,"male",,,,"positive"
1,"Some people think he is as ugly as his dog.","3_1_052",3,"Some people think he is as ugly as his dog.","specific_info",,"is as ugly as his dog",,,"male",,,,"negative"
1,"He was invited to be in the management program.","3_1_053",3,"He was invited to be in the management program.","specific_info",,"was invited to be in the management program",,,"male",,,,"positive"
1,"I heard she found a lucky penny.","3_1_054",3,"I heard she found a lucky penny.","specific_info",,"found a lucky penny",,,"female",,,,"positive"
1,"Wasn't he arrested for driving drunk?","3_1_055",3,"Wasn't he arrested for driving drunk?","specific_info",,"was arrested for drunk driving",,,"male",,,,"negative"
1,"Didn't she get get a ticket for texting in her car?","3_1_056",3,"Didn't she get get a ticket for texting in her car?","specific_info",,"got a ticket for texting",,,"female",,,,"negative"
1,"So what's this about naming a star after her?","3_1_057",3,"So what's this about naming a star after her?","specific_info",,"has a star named after her",,,"female",,,,"positive"
1,"I thought that she was mugged by somebody on the bus.","3_1_058",3,"I thought that she was mugged by somebody on the bus.","specific_info",,"was mugged on the bus",,,"female",,,,"negative"
2,"Really? Good for her!","3_2_001",3," Really? Good for her!","reaction",,,,,"female","positive",,,
2,"Wow, that's good for him!","3_2_002",3," Wow, that's good for him!","reaction",,,,,"male","positive",,,
2,"That's fantastic. Really good to hear.","3_2_003",3," That's fantastic. Really good to hear.","reaction",,,,,,"positive",,,
2,"Well, I'm sure his mother will be happy to hear that!","3_2_004",3,"Well, I'm sure his mother will be happy to hear that!","reaction",,,,,"male","positive",,,
2,"He deserves to be successful.","3_2_005",3,"He deserves to be successful","reaction",,,,,"male","positive",,,
2,"That's just super to hear!","3_2_006",3,"That's just super to hear!","reaction",,,,,,"positive",,,
2,"I hope her friends will throw her a party!","3_2_007",3,"I hope her friends will throw her a party!","reaction",,,,,"female","positive",,,
2,"It's nice to hear him come out on top.","3_2_008",3,"It's nice to hear him come out on top.","reaction",,,,,"male","positive",,,
2,"I hope he doesn't think he's too good to be my friend now.","3_2_009",3,"I hope he doesn't think he's too good to be my friend now.","reaction",,,,,"male","positive",,,
2,"Someone should write a song about him.","3_2_010",3,"Someone should write a song about him.","reaction",,,,,"male","positive",,,
2,"No one deserves that more.","3_2_011",3,"No one deserves that more.","reaction",,,,,,"positive",,,
2,"Really? I feel bad for her!","3_2_012",3," Really? I feel bad for her!","reaction",,,,,"female","negative",,,
2,"Wow, that's terrible for him!","3_2_013",3," Wow, that's terrible for him!","reaction",,,,,"male","negative",,,
2,"Oh, I'm sorry to hear that.","3_2_014",3,"Oh, I'm sorry to hear that.","reaction",,,,,,"negative",,,
2,"Well, that's not good!","3_2_015",3,"Well, that's not good!","reaction",,,,,,"negative",,,
2,"I can hardly believe it.","3_2_016",3,"I can hardly believe it.","reaction",,,,,,"negative",,,
2,"It's sad when things like that happen.","3_2_017",3,"It's sad when things like that happen.","reaction",,,,,,"negative",,,
2,"How devastating!","3_2_018",3,"How devastating!","reaction",,,,,,"negative",,,
2,"I hope he learns his lesson.","3_2_019",3,"I hope he learns his lesson.","reaction",,,,,"male","negative",,,
2,"I wish it hadn't of worked out that way.","3_2_020",3,"I wish it hadn't of worked out that way.","reaction",,,,,,"negative",,,
3,"Not according to his wife, and she would definitely know!","3_3_001",3," Not according to his wife, and she would definitely know!","provide_bool",,,"negative",,"male",,,,
3,"Yes, I'm afraid it's true.","3_3_002",3," Yes, I'm afraid it's true.","provide_bool",,,"positive",,,,,,
3,"No, although I'm sure he's told you otherwise..","3_3_003",3,"No, although I'm sure he's told you you otherwise..","provide_bool",,,"negative",,"male",,,,
3,"All signs point to YES.","3_3_004",3,"All signs point to YES.","provide_bool",,,"positive",,,,,,
3,"Yes, his boss said it was true.","3_3_005",3,"Yes, his boss said it was true.","provide_bool",,,"positive",,"male",,,,
3,"No, I think that's only half the truth.","3_3_006",3,"No, I think that's only half the truth.","provide_bool",,,"negative",,,,,,
3,"I'm guessing that it's true.","3_3_007",3,"I'm guessing that it's true.","provide_bool",,,"positive",,,,,,
3,"No, you can't believe everything you hear.","3_3_008",3,"No, he probably won't talk about it.","provide_bool",,,"negative",,"male",,,,
3,"No, that's unlikely to be true.","3_3_009",3,"You know, there is no proof that is true.","provide_bool",,,"negative",,,,,,
3,"No, don't believe what you read in the paper.","3_3_010",3,"No, don't believe what you read in the paper.","provide_bool",,,"negative",,,,,,
3,"That appears to be true, but we're sure it isn't.","3_3_011",3,"That appears to be true, but we're sure it isn't.","provide_bool",,,"negative",,,,,,
3,"No, her friend said that isn't true.","3_3_012",3,"No, her friend said that isn't true.","provide_bool",,,"negative",,"female",,,,
3,"Her boss says that it's true.","3_3_013",3,"Yes, his boss said it was true.","provide_bool",,,"positive",,"male",,,,
3,"That feels like it's probably true.","3_3_014",3,"That feels like it's probably true.","provide_bool",,,"positive",,,,,,
4,"She is an utter snob.","3_4_001",3," She is an utter snob.","standalone_comment",,,,,"female",,,,
4,"He is a really nice guy.","3_4_002",3," He is a really nice guy.","standalone_comment",,,,,"male",,,,
4,"Now that is one strange bird.","3_4_003",3,"Now that is one strange bird.","standalone_comment",,,,,,,,,
4,"She is so weird!","3_4_004",3,"She is so weird!","standalone_comment",,,,,"female",,,,
4,"It's hard to believe people like that have friends.","3_4_005",3,"It's hard to believe that people like that have friends.","standalone_comment",,,,,,,,,
4,"She is as cute as they come.","3_4_006",3,"She is as cute as they come.","standalone_comment",,,,,"female",,,,
4,"Hanging out with him is no fun at all.","3_4_007",3,"Hanging out with him is no fun at all.","standalone_comment",,,,,"male",,,,
4,"I should really send her an email.","3_4_008",3,"I should really send her an email.","standalone_comment",,,,,"female",,,,
4,"She's one of a kind.","3_4_009",3,"She's one of a kind.","standalone_comment",,,,,"female",,,,
4,"I really miss talking to him.","3_4_010",3,"I really miss talking to him.","standalone_comment",,,,,"male",,,,
4,"He borders on scary.","3_4_011",3,"He borders on scary.","standalone_comment",,,,,"male",,,,
4,"She's a total disaster.","3_4_012",3,"She's a total disaster.","standalone_comment",,,,,"female",,,,
4,"He makes me want to cry.","3_4_013",3,"He makes me want to cry.","standalone_comment",,,,,"male",,,,
4,"He's incredibly rude.","3_4_014",3,"He's incredibly rude.","standalone_comment",,,,,"male",,,,
4,"That person is one for the books.","3_4_015",3,"That person is one for the books.","standalone_comment",,,,,,,,,
4,"She's just an awesome friend.","3_4_016",3,"She's just an awesome friend.","standalone_comment",,,,,"female",,,,
